2010 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare Part D Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Drug Plan Customer Service,,,,,,,"Drug Plan Member Complaints, Members Who Choose to Leave, and Medicare Audit Findings",,,,Member Experience with Drug Plan,,,Drug Pricing and Patient Safety,,,,,,,,
H5810,Molina Healthcare of California,MOLINA HEALTHCARE OF CALIFORNIA,0:37,0:43,72.4%,26.9%,0,No appeals required review,Not enough data available to calculate measure,0.54,0.11,25.0%,20,73.7%,80.4%,82.7%,99.7%,62.7%,10.2,19.6%,89.3%,,,,
H5811,Medcore HP,MEDCORE HP,0:48,0:32,74.8%,51.1%,0,No appeals required review,0.0%,0,0,4.8%,18,79.7%,84.8%,89.4%,99.8%,51.6%,40.2,27.0%,86.9%,,,,
H5812,Geisinger Gold,GEISINGER INDEMNITY INSURANCE COMPANY,0:20,0:21,65.6%,68.2%,0,No appeals required review,Not enough data available to calculate measure,0.14,0.43,15.5%,No data available,87.1%,84.4%,90.6%,99.5%,85.8%,24.7,17.7%,77.0%,,,,
H5813,Aetna Medicare,"AETNA HEALTH, INC",0:40,0:15,67.1%,48.2%,0,No appeals required review,Not enough data available to calculate measure,0.93,0.56,9.1%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.1%,80.4%,19.1,7.5%,86.9%,,,,
H5817,AMERIGROUP Community Care,"AMERIGROUP TEXAS, INC.",0:44,0:57,73.8%,78.2%,0,No appeals required review,100.0%,0.4,0.21,25.0%,No data available,73.9%,80.9%,84.4%,98.9%,79.8%,25.7,28.1%,86.0%,,,,
H5820,"UNIVERSAL HEALTH CARE INSURANCE COMPANY, INC.",UNIVERSAL HEALTH CARE INSURANCE COMPANY,0:25,0:32,71.1%,28.4%,0.3,100.0%,58.8%,1.01,0.8,29.8%,20,78.2%,78.2%,87.4%,99.3%,73.7%,13.3,19.4%,80.0%,,,,
H5821,MAPFRE LIFE INSURANCE COMPANY,MAPFRE LIFE INSURANCE COMPANY,0:41,0:49,78.8%,26.4%,0,No appeals required review,42.9%,0.56,0.18,13.8%,No data available,77.2%,87.0%,86.8%,Not enough data available to calculate measure,83.3%,11.2,35.7%,89.0%,,,,
H5823,"Molina Healthcare of Washington, Inc.","MOLINA HEALTHCARE OF WASHINGTON, INC.",0:28,0:43,72.4%,26.9%,0,No appeals required review,Not enough data available to calculate measure,0.69,0.52,15.1%,No data available,77.3%,81.2%,87.4%,99.8%,60.5%,21.1,19.9%,83.0%,,,,
H5826,Community HealthFirst Medicare Advantage Plan,COMMUNITY HEALTH PLAN OF WASHINGTON,0:19,0:32,81.2%,16.9%,0,No appeals required review,93.3%,0.28,0.44,13.4%,No data available,74.9%,77.9%,85.7%,96.2%,63.6%,14.7,20.2%,89.2%,,,,
H5832,Aetna Medicare,AETNA HEALTH INC.,0:44,0:16,67.1%,48.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,32.4%,43,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,98.3%,81.6%,16.5,7.4%,76.1%,,,,
H5839,Sterling Life Insurance Company,STERLING LIFE INSURANCE COMPANY (MT),0:35,0:32,14.3%,7.6%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,8.1%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.5%,55.7%,16.2,17.0%,82.7%,,,,
H5850,"Summit Health Plan, Inc.","SUMMIT HEALTH PLAN, INC.",1:09,0:55,63.6%,37.1%,0,No appeals required review,85.0%,0.71,0.61,16.8%,No data available,78.2%,86.5%,91.9%,97.1%,80.6%,10.3,22.1%,86.3%,,,,
H5852,POSITIVE HEALTHCARE PARTNERS,AIDS HEALTHCARE FOUNDATION,0:19,0:50,83.3%,65.9%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,0,90.6%,87.9%,91.1%,99.9%,Not enough data available to calculate measure,7.3,28.1%,95.9%,,,,
H5854,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS, INC",0:19,0:58,Not enough data available to calculate measure,Not enough data available to calculate measure,0,No appeals required review,69.0%,0.86,1.02,15.6%,66,78.3%,80.5%,88.9%,99.1%,100.0%,8.2,11.3%,80.0%,,,,
H5859,CareOregon Advantage,"HEALTH PLAN OF CAREOREGON, INC.",0:43,0:28,89.1%,16.3%,1.9,Not enough data available to calculate measure,Not enough data available to calculate measure,0,0.03,Not enough data available to calculate measure,No data available,78.7%,87.8%,89.0%,92.1%,71.8%,16.0,23.4%,84.4%,,,,
H5862,Blue Cross of Idaho,"BLUE CROSS OF IDAHO HEALTH SERVICES, INC.",0:41,0:23,83.1%,85.9%,0,No appeals required review,Not enough data available to calculate measure,0.14,0.14,10.4%,2,85.1%,81.1%,92.3%,99.6%,80.7%,11.0,13.3%,86.2%,,,,
H5868,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:20,0:21,67.4%,52.9%,4.8,Not enough data available to calculate measure,60.0%,0.24,0.16,27.1%,No data available,77.5%,81.5%,89.1%,97.7%,78.6%,21.6,16.9%,78.0%,,,,
H5883,Blue Care Network,BLUE CARE NETWORK OF MICHIGAN,1:24,0:08,80.5%,64.0%,6.4,80.0%,36.4%,0.53,0.19,10.6%,No data available,84.7%,84.4%,91.8%,98.7%,80.5%,15.6,17.8%,83.3%,,,,
H5884,BlueCross BlueShield of Tennessee,BLUECROSS BLUESHIELD OF TENNESSEE,0:18,0:01,77.3%,53.2%,0.5,Not enough data available to calculate measure,85.4%,0.22,0.21,5.7%,No data available,83.5%,88.9%,94.9%,98.6%,82.9%,9.7,31.3%,80.9%,,,,
H5887,"First Medical Health Plan, Inc.","FIRST MEDICAL HEALTH PLAN, INC.",0:19,0:49,78.5%,7.8%,0,No appeals required review,Not enough data available to calculate measure,0.23,0.12,13.1%,No data available,77.1%,82.1%,82.6%,Not enough data available to calculate measure,81.3%,11.3,28.9%,91.0%,,,,
H5895,Contra Costa Health Plan,CONTRA COSTA CO MED SVCS DBA CONTRA COSTA HEALTH,1:13,0:27,67.0%,49.4%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.8%,82.7%,35.5,28.7%,79.7%,,,,
H5896,AMERIGROUP Community Care,"AMERIGROUP MARYLAND, INC.",0:39,0:53,74.7%,77.3%,0,No appeals required review,66.7%,0.62,1.67,19.3%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.3%,79.8%,16.9,13.9%,92.3%,,,,
H5926,Molina Healthcare of Michigan,MOLINA HEALTHCARE OF MICHIGAN,0:20,0:43,73.4%,25.8%,0,No appeals required review,Not enough data available to calculate measure,0.26,0.26,12.5%,No data available,74.7%,82.7%,87.9%,99.7%,63.5%,10.6,29.9%,85.3%,,,,
H5928,Care1st Medicare Advantage Plan,CARE1ST HEALTH PLAN,0:25,0:10,83.9%,37.6%,0,No appeals required review,16.7%,0.33,0.13,16.9%,No data available,79.7%,83.9%,85.7%,99.4%,84.8%,15.0,17.8%,87.8%,,,,
H5932,Gateway Health Plan Medicare Assured,"GATEWAY HEALTH PLAN, INC.",0:39,0:14,74.1%,85.2%,0,Not enough data available to calculate measure,83.3%,0.07,0.09,Not enough data available to calculate measure,No data available,80.7%,85.9%,91.9%,98.6%,81.0%,20.1,24.5%,82.7%,,,,
H5938,Capital Health Plan,CAPITAL HEALTH PLAN,0:31,1:12,84.5%,75.0%,5.6,Not enough data available to calculate measure,92.3%,0.11,0,2.3%,No data available,90.1%,91.1%,95.8%,98.5%,80.3%,10.2,31.2%,87.8%,,,,
H5948,Arta Medicare Health Plan,"ARTA MEDICARE HEALTH PLAN, INC.",0:25,1:17,76.9%,82.8%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,20.6%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.7%,74.7%,12.1,23.8%,89.6%,,,,
H5950,Aetna Medicare,AETNA HEALTH INC.,0:44,0:16,67.1%,48.9%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,38.6%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,94.2%,80.2%,Not enough data available to calculate measure,4.2%,76.1%,,,,
H5969,AlohaCare,ALOHACARE,0:02,0:23,75.4%,89.9%,0,No appeals required review,66.7%,0,0,16.0%,19,79.6%,82.8%,86.6%,99.2%,76.7%,11.9,18.6%,90.6%,,,,
H5970,Humana Insurance Company of New York,HUMANA INSURANCE COMPANY OF NEW YORK,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H5980,"Fidelis SecureCare of Texas, Inc.","FIDELIS SECURECARE OF TEXAS, INC.",0:28,2:25,57.8%,56.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.9%,43.3%,24.3,36.3%,78.2%,,,,
H5985,Abrazo Advantage Health Plan,ABRAZO ADVANTAGE HEALTH PLAN,0:10,0:31,73.1%,65.5%,0,No appeals required review,83.3%,0,0.06,9.9%,No data available,76.9%,83.9%,88.9%,99.0%,47.4%,14.6,29.6%,88.9%,,,,
H5989,Comprehensive Care Management Corp.,COMPREHENSIVE CARE MANAGEMENT CORP.,0:11,0:29,70.4%,75.0%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,83.2%,9.3,Not enough data available to calculate measure,63.2%,,,,
H5991,Affinity Health Plan,"AFFINITY HEALTH PLAN, INC.",0:40,0:37,79.6%,64.5%,0,No appeals required review,Not enough data available to calculate measure,0.1,0.21,Not enough data available to calculate measure,No data available,78.6%,83.8%,85.8%,99.7%,59.4%,15.5,10.7%,90.4%,,,,
H5992,Senior Whole Health of New York,"SENIOR WHOLE HEALTH, LLC",0:33,0:33,65.2%,57.8%,Not enough data available to calculate measure,Not enough data available to calculate measure,0.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.3%,74.0%,10.6,21.2%,88.3%,,,,
H5995,"Marion Polk Community Health Plan Advantage, Inc.","MARION POLK COMMUNITY HEALTH PLAN ADVANTAGE, INC.",0:14,0:59,82.6%,50.0%,0,No appeals required review,40.0%,0.35,0.09,5.7%,No data available,81.0%,85.1%,88.7%,98.7%,80.1%,22.7,29.2%,84.0%,,,,
H5998,Unison Advantage,"UNISON HEALTH PLAN OF TENNESSEE, INC.",0:38,0:28,46.7%,36.4%,0,No appeals required review,0.0%,1.33,0.93,33.5%,No data available,72.0%,79.4%,85.0%,83.6%,77.0%,16.5,24.0%,84.3%,,,,
H6120,PHYSICIANS HEALTH CHOICE,PHYSICIANS HEALTH CHOICE OF FLORIDA,0:20,0:28,78.5%,66.7%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,81.3%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H6178,CareSource,CARESOURCE,0:56,0:33,77.4%,84.9%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,97.7%,72.4%,Not enough data available to calculate measure,28.0%,78.5%,,,,
H6181,AMERIGROUP Community Care,"AMERIGROUP NEW YORK, LLC",0:39,0:53,74.7%,77.3%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,44.1%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.7%,79.8%,25.9,8.8%,89.5%,,,,
H6264,Health Plus Elite,"HEALTHPLUS PHSP, INC.",1:20,1:02,65.7%,16.9%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.1%,83.2%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H6328,Care N' Care Health Plan,"CARE N' CARE INSURANCE COMPANY, INC.",0:22,0:17,77.5%,76.1%,Not enough data available to calculate measure,No appeals required review,75.0%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,72.6%,70.3%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H6411,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:36,0:21,67.5%,53.5%,0,No appeals required review,Not enough data available to calculate measure,0.54,0,14.3%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,96.8%,81.2%,Not enough data available to calculate measure,13.4%,89.0%,,,,
H6421,Bravo  Health,BRAVO HEALTH MID- ATLANTIC INC.,0:19,0:31,77.3%,69.8%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,21.2%,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,100.0%,78.5%,9.5,18.7%,84.3%,,,,
H6528,Care Improvement PPO,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,1:04,0:31,68.9%,30.3%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,42.1%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H6609,Humana Insurance Company,HUMANA INSURANCE COMPANY,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H6642,"Universal HMO of Texas, Inc.","UNIVERSAL HMO OF TEXAS, INC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,
H6864,GuildNet,"GUILDNET, INC.",0:17,0:48,62.1%,51.6%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,13,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,99.8%,80.3%,7.6,14.7%,87.9%,,,,
H6900,Humana Insurance Company,HUMANA INSURANCE COMPANY,0:35,0:21,68.4%,52.2%,12.2,Not enough data available to calculate measure,Not enough data available to calculate measure,0,1.21,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,95.9%,80.9%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
H6923,Aetna Medicare,AETNA HEALTH,0:48,0:16,66.4%,48.3%,Not enough data available to calculate measure,No appeals required review,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,No data available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,93.9%,82.7%,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,,,,
