contractid,contract_name,breastcancer_screen,rectalcancer_screen,cv_cholscreen,diabetes_cholscreen,glaucoma_test,monitoring,flu_vaccine,pn_vaccine,primaryaccess,hospital_followup,depression_followup,nodelays,carequickly,overallrating_care,overallrating_plan,calltime,doctor_communicate,osteo_manage,diabetes_eye,diabetes_kidney,diabetes_bloodsugar,diabetes_chol,antidepressant,bloodpressure,ra_manage,copd_test,betablocker,appeals_timely,appeals_review,new_contract,year,org_type,org_marketing,physical_health,mental_health,osteo_test,physical_monitor,customer_service,bladder,falling,partc_score,cv_diab_cholscreen,diab_healthy,complaints_plan,leave_plan,audit_problems,hold_times,info_accuracy,ttyt_available,diab_cholscreen,corrective_action,low_score,partcd_score,org_parent,bmi_assess,older_medication,older_function,older_pain,readmissions,access_problems,coordination,improve,enroll_timely,specialneeds_manage
H7526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Medica Health Plans,,,,,,,,,,,,5.0,,,,,,,0.0,,Medica Holding Company,,5.0,4.0,4.0,,5.0,,,,
H7678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,"Molina Healthcare of Texas, Inc.",,,,,,,,,,,,,,,,4.0,,,0.0,,"Molina Healthcare, Inc.,",,3.0,2.0,3.0,,3.0,,,,
H7731,,1.0,1.0,4.0,,1.0,,4.0,3.0,4.0,,,1.0,2.0,2.0,4.0,,,2.0,1.0,5.0,2.0,2.0,,3.0,2.0,,,1.0,1.0,0.0,2012,Local CCP,MD Care Healthplan,,,,3.0,3.0,2.0,4.0,2.5,,,3.0,1.0,,,,4.0,3.0,,1.0,2.5,"MD Care, Inc.",2.0,2.0,1.0,1.0,4.0,4.0,,,,
H7787,,3.0,1.0,5.0,,2.0,,3.0,4.0,4.0,,,1.0,3.0,4.0,4.0,,,,2.0,5.0,3.0,2.0,,3.0,4.0,,,,,0.0,2012,Local CCP,HealthSpring Medicare Advantage PPO,,,,3.0,3.0,2.0,2.0,3.0,,,1.0,2.0,,,,2.0,5.0,,0.0,3.0,"HealthSpring, Inc.",2.0,,,,3.0,3.0,,,,
H7908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Aetna Medicare,,,,1.0,,,2.0,,,,,1.0,,,,,,,0.0,,Aetna Inc.,,,,,,1.0,,,,
H7917,,4.0,2.0,5.0,,4.0,,5.0,4.0,5.0,,,4.0,2.0,4.0,4.0,,,2.0,3.0,4.0,4.0,4.0,,3.0,4.0,,,3.0,4.0,0.0,2012,Local CCP,BlueCross BlueShield of Tennessee,,,,1.0,3.0,2.0,2.0,3.5,,,3.0,1.0,,,,3.0,4.0,,0.0,3.0,BlueCross BlueShield of Tennessee,1.0,,,,4.0,4.0,,,,
H7949,,4.0,4.0,5.0,,3.0,,3.0,5.0,5.0,,,2.0,2.0,1.0,1.0,,,,4.0,5.0,4.0,5.0,,4.0,,,,,,0.0,2012,Local CCP,SecureHorizons by UnitedHealthcare,,,,,1.0,,,3.5,,,1.0,,,,,3.0,5.0,,0.0,3.5,"UnitedHealth Group, Inc.",4.0,,,,4.0,5.0,,,,
H8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Carilion Clinic Medicare Health Plan,,,,,,,,,,,,,,,,5.0,,,0.0,,"Carilion Services, Inc.",,,,,,4.0,,,,
H8091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,Local CCP,ARKANSAS BLUE CROSS AND BLUE SHIELD,,,,,,,,,,,,,,,,2.0,,,0.0,,USAble Mutual Insurance Company,,,,,,,,,,
H8098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,PFFS,"Universal Health Care Insurance Company, Inc.",,,,,,,,,,,1.0,,,,,1.0,,,0.0,,"Universal Health Care Group, Inc.",,,,,,,,,,
H8130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Molina Healthcare of Florida,,,,,,,,,,,,,,,,4.0,,,0.0,,"Molina Healthcare, Inc.,",,1.0,1.0,1.0,,3.0,,,,
H8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,PFFS,Humana Insurance Company,,,,,,,,,,,2.0,,,,,4.0,,,0.0,,Humana Inc.,,,,,,,,,,
H8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Advantage by Managed Health Services,,,,,,,,,,,,,,,,,,,0.0,,Centene Corporation,,,,,,3.0,,,,
H8393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Coventry Health Care,,,,,,,,,,,1.0,3.0,,,,4.0,,,0.0,,Coventry Health Care Inc.,,,,,,2.0,,,,
H8468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,MSA,Geisinger Gold,,,,,,,,,,,3.0,,,,,,,,0.0,,Geisinger Health System,,,,,,5.0,,,,
H8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,Local CCP,Anthem Blue Cross,,,,,,,,,,,,,,,,,,,0.0,,"WellPoint, Inc.",,,,,,,,,,
H8558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Sterling Life Insurance Company,,,,,,,,,,,,,,,,3.0,,,0.0,,Munich American Holding Corporation,,,,,,4.0,,,,
H8578,,5.0,5.0,,,5.0,,5.0,5.0,5.0,,,4.0,5.0,5.0,5.0,,,,5.0,5.0,5.0,5.0,,5.0,4.0,,,,,0.0,2012,Local CCP,"Health New England, Inc.",,,,3.0,5.0,3.0,2.0,5.0,,,4.0,5.0,,,,4.0,5.0,,0.0,5.0,"Baystate Health, Inc.",5.0,,,,4.0,2.0,,,,
H8604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Health Plan SecureChoice,,,,,,,,,,,,,,,,4.0,,,0.0,,Health Plan of the Upper Ohio Valley,,,,,,4.0,,,,
H8644,,2.0,1.0,3.0,,3.0,,2.0,2.0,4.0,,,4.0,4.0,4.0,2.0,,,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,,,5.0,4.0,0.0,2012,Local CCP,Humana Insurance Company,,,,1.0,2.0,1.0,1.0,2.5,,,1.0,3.0,,,,4.0,2.0,,0.0,3.0,Humana Inc.,1.0,,,,3.0,5.0,,,,
H8649,,2.0,3.0,3.0,,3.0,,2.0,2.0,4.0,,,4.0,4.0,4.0,1.0,,,2.0,4.0,3.0,3.0,3.0,,4.0,5.0,,,3.0,2.0,0.0,2012,Local CCP,Altius Health Plans,,,,2.0,2.0,1.0,2.0,3.0,,,4.0,2.0,,,,4.0,2.0,,0.0,3.0,Coventry Health Care Inc.,3.0,,,,3.0,2.0,,,,
H8684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Aetna Medicare,,,,,,,,,,,5.0,,,,,,,,0.0,,Aetna Inc.,,,,,,1.0,,,,
H8707,,3.0,2.0,3.0,,3.0,,3.0,3.0,5.0,,,5.0,4.0,4.0,4.0,,,,2.0,4.0,2.0,2.0,,2.0,4.0,,,,,0.0,2012,Local CCP,Humana Insurance Company,,,,2.0,4.0,3.0,3.0,3.0,,,2.0,2.0,,,,4.0,4.0,,0.0,3.0,Humana Inc.,1.0,,,,3.0,5.0,,,,
H8748,,2.0,2.0,,,3.0,,3.0,2.0,4.0,,,4.0,4.0,4.0,4.0,,,,2.0,4.0,3.0,3.0,,3.0,,,,,,0.0,2012,Local CCP,UnitedHealthcare,,,,2.0,4.0,3.0,2.0,3.0,,,1.0,2.0,,,,4.0,4.0,,0.0,3.0,"UnitedHealth Group, Inc.",1.0,,,,2.0,2.0,,,,
H8822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,"ADVANTAGE Health Solutions, Inc.",,,,,,,,,,,3.0,3.0,,,,5.0,,,0.0,,Advantage Health Solutions,,,,,,4.0,,,,
H8953,,,4.0,,,3.0,,4.0,4.0,5.0,,,4.0,4.0,4.0,2.0,,,,4.0,5.0,4.0,4.0,,4.0,3.0,,,,,0.0,2012,Local CCP,"Humana Health Plan of Ohio, Inc.",,,,,3.0,,,4.0,,,1.0,2.0,,,,4.0,5.0,,0.0,3.5,Humana Inc.,3.0,,,,2.0,5.0,,,,
H8980,,2.0,2.0,,,2.0,,3.0,2.0,4.0,,,4.0,4.0,2.0,1.0,,,,3.0,4.0,3.0,4.0,,4.0,,,,,,0.0,2012,Local CCP,HealthAmerica,,,,1.0,4.0,2.0,2.0,3.0,,,5.0,2.0,,,,4.0,5.0,,0.0,3.5,Coventry Health Care Inc.,1.0,,,,4.0,2.0,,,,
H8991,,2.0,3.0,4.0,,2.0,,1.0,1.0,4.0,,,2.0,4.0,2.0,1.0,,,,2.0,4.0,3.0,3.0,,4.0,,,,3.0,3.0,0.0,2012,Local CCP,Amerigroup Community Care,,,,3.0,3.0,,2.0,3.0,,,1.0,1.0,,,,3.0,4.0,,0.0,2.5,AMERIGROUP Corporation,1.0,4.0,3.0,3.0,3.0,5.0,,,,
H9001,,5.0,5.0,5.0,,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,,2.0,5.0,5.0,5.0,4.0,,5.0,5.0,,,5.0,3.0,0.0,2012,Local CCP,Fallon Community Health Plan,4.0,2.0,,2.0,4.0,2.0,4.0,4.5,,,4.0,5.0,,,,4.0,5.0,,0.0,4.5,Fallon Community Health Plan,5.0,4.0,4.0,4.0,5.0,4.0,,,,
H9003,,5.0,5.0,5.0,,4.0,,5.0,5.0,4.0,,,2.0,5.0,4.0,5.0,,,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,,,5.0,5.0,0.0,2012,Local CCP,Kaiser Permanente Senior Advantage,4.0,2.0,,1.0,5.0,2.0,2.0,4.5,,,5.0,5.0,,,,5.0,5.0,,0.0,5.0,"Kaiser Foundation Health Plan, Inc.",5.0,,,,4.0,4.0,,,,
H9011,,4.0,4.0,4.0,,3.0,,1.0,1.0,4.0,,,1.0,1.0,2.0,2.0,,,2.0,3.0,4.0,3.0,3.0,,3.0,3.0,,,3.0,4.0,0.0,2012,Local CCP,UnitedHealthcare,4.0,3.0,,3.0,2.0,3.0,4.0,3.0,,,1.0,1.0,,,,4.0,4.0,,0.0,3.0,"UnitedHealth Group, Inc.",1.0,,,,4.0,2.0,,,,
H9047,,4.0,5.0,5.0,,5.0,,5.0,5.0,5.0,,,5.0,5.0,5.0,5.0,,,2.0,5.0,5.0,5.0,5.0,,4.0,4.0,,,3.0,1.0,0.0,2012,Local CCP,Providence Health Plans,5.0,2.0,,3.0,5.0,2.0,4.0,4.5,,,5.0,5.0,,,,5.0,5.0,,0.0,4.5,Providence Health & Services,5.0,,,,4.0,3.0,,,,
H9082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,"Molina Healthcare of New Mexico, Inc.",,,,,,,,,,,,,,,,4.0,,,0.0,,"Molina Healthcare, Inc.,",,,,,,3.0,,,,
H9104,,4.0,5.0,5.0,,4.0,,4.0,5.0,5.0,,,2.0,4.0,2.0,5.0,,,2.0,5.0,5.0,4.0,4.0,,5.0,2.0,,,5.0,3.0,0.0,2012,Local CCP,SCAN Health Plan,4.0,2.0,,2.0,4.0,1.0,4.0,4.0,,,5.0,4.0,,,,,5.0,,0.0,4.0,SCAN Health Plan,3.0,3.0,4.0,2.0,4.0,4.0,,,,
H9184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Bravo Health,,,,,,,,,,,,,,,,4.0,,,0.0,,"HealthSpring, Inc.",,,,,,2.0,,,,
H9285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,Local CCP,EASY CHOICE HEALTH PLAN OF NEW YORK,,,,,,,,,,,,,,,,,,,0.0,,"Atlantis Health Systems, Inc.",,,,,,,,,,
H9302,,3.0,5.0,4.0,,4.0,,3.0,4.0,5.0,,,4.0,5.0,4.0,4.0,,,3.0,3.0,4.0,3.0,2.0,,3.0,2.0,,,2.0,5.0,0.0,2012,Local CCP,Soundpath Health,,,,2.0,4.0,2.0,3.0,3.5,,,3.0,1.0,,,,5.0,3.0,,0.0,3.5,"Puget Sound Health Partners, Inc.",2.0,,,,4.0,3.0,,,,
H9385,,1.0,1.0,3.0,,2.0,,3.0,4.0,4.0,,,1.0,2.0,2.0,2.0,,,1.0,4.0,5.0,5.0,4.0,,5.0,2.0,,,4.0,3.0,0.0,2012,Local CCP,SCAN Health Plan Arizona,,,,1.0,4.0,2.0,3.0,3.5,,,3.0,4.0,,,,4.0,5.0,,0.0,3.0,SCAN Health Plan,3.0,3.0,2.0,3.0,4.0,4.0,,,,
H9503,,3.0,1.0,5.0,,3.0,,2.0,3.0,5.0,,,3.0,2.0,2.0,1.0,,,,3.0,4.0,3.0,4.0,,2.0,,,,5.0,3.0,0.0,2012,Local CCP,Humana Insurance Company,,,,2.0,1.0,1.0,4.0,3.0,,,2.0,2.0,,,,4.0,4.0,,0.0,3.0,Humana Inc.,2.0,,,,3.0,5.0,,,,
H9572,,,,,,,,4.0,4.0,5.0,,,4.0,4.0,4.0,2.0,,,,3.0,2.0,3.0,3.0,,3.0,4.0,,,5.0,1.0,0.0,2012,Local CCP,Blue Cross Blue Shield of Michigan,,,,,3.0,,,3.5,,,5.0,4.0,,,,3.0,4.0,,0.0,3.5,Blue Cross Blue Shield of Michigan,,,,,4.0,2.0,,,,
H9615,,5.0,3.0,4.0,,4.0,,5.0,4.0,5.0,,,4.0,5.0,5.0,5.0,,,,5.0,5.0,4.0,4.0,,4.0,3.0,,,,,0.0,2012,Local CCP,MVP HEALTH CARE,,,,2.0,5.0,2.0,2.0,4.5,,,3.0,4.0,,,,4.0,5.0,,0.0,4.5,"MVP Health Care, Inc.",4.0,,,,4.0,5.0,,,,
H9670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,UPMC Health Plan,,,,,,,,,,,5.0,,,,,5.0,,,0.0,,University of Pittsburgh Medical Center,,,,,,4.0,,,,
H9720,,2.0,,2.0,,3.0,,,,4.0,,,,,,,,,,2.0,,,,,,2.0,,,,,0.0,2012,PFFS,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.",,,,1.0,,2.0,4.0,3.0,,,,2.0,,,,5.0,2.0,,0.0,3.0,"America's 1st Choice Health Plans, Inc.",,,,,4.0,5.0,,,,
H9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,MSA,ActiveSaver MSA or BlueSaver MSA,,,,,,,,,,,,,,,,,,,0.0,,HealthNow New York Inc.,,,,,,,,,,
H9847,,4.0,1.0,5.0,,3.0,,3.0,3.0,4.0,,,4.0,4.0,2.0,4.0,,,,4.0,5.0,3.0,3.0,,3.0,5.0,,,,,0.0,2012,Local CCP,Coventry Health Care,,,,2.0,4.0,1.0,2.0,3.0,,,3.0,1.0,,,,4.0,4.0,,0.0,3.0,Coventry Health Care Inc.,3.0,,,,4.0,2.0,,,,
H9859,,4.0,5.0,5.0,,4.0,,5.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,,3.0,5.0,5.0,4.0,4.0,,4.0,4.0,,,5.0,3.0,0.0,2012,Local CCP,MVP HEALTH CARE,5.0,3.0,,2.0,5.0,2.0,2.0,4.5,,,4.0,5.0,,,,4.0,5.0,,0.0,4.5,"MVP Health Care, Inc.",4.0,,,,4.0,5.0,,,,
H9947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,Local CCP,Blue Cross Blue Shield of Georgia,,,,,,,,,,,,,,,,,,,0.0,,"WellPoint, Inc.",,,,,,,,,,
H9988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2012,Local CCP,Sterling Life Insurance Company,,,,,,,,,,,,,,,,3.0,,,0.0,,Munich American Holding Corporation,,,,,,4.0,,,,
R3175,,3.0,1.0,5.0,,3.0,,3.0,3.0,4.0,,,2.0,2.0,2.0,2.0,,,,4.0,4.0,3.0,3.0,,3.0,,,,,,0.0,2012,Regional CCP,UnitedHealthcare,4.0,2.0,,3.0,1.0,1.0,4.0,3.0,,,3.0,5.0,,,,4.0,4.0,,0.0,3.0,"UnitedHealth Group, Inc.",2.0,2.0,2.0,1.0,4.0,2.0,,,,
R3332,,3.0,2.0,4.0,,3.0,,2.0,2.0,4.0,,,3.0,2.0,2.0,1.0,,,3.0,2.0,5.0,3.0,4.0,,4.0,2.0,,,5.0,4.0,0.0,2012,Regional CCP,"Blue Cross and Blue Shield of Florida, Inc.",,,,,2.0,,,3.0,,,1.0,1.0,,,,2.0,5.0,,0.0,3.0,Blue Cross and Blue Shield of Florida,2.0,,,,,4.0,,,,
R3444,,1.0,1.0,3.0,,3.0,,2.0,4.0,5.0,,,4.0,4.0,4.0,4.0,,,1.0,2.0,5.0,1.0,2.0,,3.0,3.0,,,5.0,2.0,0.0,2012,Regional CCP,Care Improvement Plus,4.0,1.0,,1.0,4.0,1.0,4.0,3.0,,,2.0,2.0,,,,4.0,2.0,,0.0,3.0,XLHealth Corporation,3.0,5.0,5.0,4.0,2.0,4.0,,,,
R5287,,3.0,2.0,4.0,,3.0,,3.0,2.0,4.0,,,3.0,2.0,4.0,2.0,,,2.0,3.0,4.0,3.0,3.0,,3.0,3.0,,,4.0,3.0,0.0,2012,Regional CCP,UnitedHealthcare,4.0,2.0,,2.0,2.0,3.0,3.0,3.0,,,2.0,3.0,,,,4.0,4.0,,0.0,3.0,"UnitedHealth Group, Inc.",2.0,2.0,3.0,1.0,4.0,2.0,,,,
R5342,,2.0,1.0,4.0,,3.0,,2.0,2.0,4.0,,,3.0,3.0,2.0,1.0,,,1.0,3.0,5.0,3.0,2.0,,3.0,4.0,,,3.0,3.0,0.0,2012,Regional CCP,UnitedHealthcare,4.0,2.0,,1.0,1.0,1.0,4.0,2.5,,,1.0,3.0,,,,4.0,4.0,,0.0,3.0,"UnitedHealth Group, Inc.",2.0,2.0,2.0,2.0,4.0,2.0,,,,
R5566,,4.0,1.0,5.0,,4.0,,4.0,4.0,4.0,,,4.0,5.0,5.0,2.0,,,2.0,5.0,5.0,3.0,3.0,,3.0,5.0,,,5.0,3.0,0.0,2012,Regional CCP,MedicareBlue PPO,5.0,2.0,,1.0,3.0,2.0,1.0,3.5,,,4.0,4.0,,,,5.0,4.0,,0.0,3.5,"BCBS MN, MT, NE, ND, WY, Wellmark IA and SD",1.0,,,,3.0,3.0,,,,
R5674,,2.0,1.0,3.0,,2.0,,2.0,3.0,4.0,,,2.0,2.0,1.0,1.0,,,3.0,2.0,3.0,2.0,2.0,,3.0,2.0,,,4.0,1.0,0.0,2012,Regional CCP,"Sierra Health and Life Insurance Company, Inc.",4.0,2.0,,1.0,4.0,1.0,1.0,2.5,,,2.0,3.0,,,,4.0,4.0,,1.0,2.5,"UnitedHealth Group, Inc.",2.0,,,,3.0,3.0,,,,
R5826,,2.0,2.0,4.0,,2.0,,4.0,4.0,4.0,,,3.0,4.0,4.0,2.0,,,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,,,5.0,3.0,0.0,2012,Regional CCP,Humana Insurance Company,4.0,3.0,,1.0,2.0,2.0,2.0,3.0,,,3.0,4.0,,,,4.0,3.0,,0.0,3.0,Humana Inc.,2.0,,,,3.0,2.0,,,,
R5941,,3.0,2.0,4.0,,3.0,,2.0,2.0,5.0,,,4.0,5.0,4.0,2.0,,,2.0,3.0,4.0,4.0,4.0,,4.0,4.0,,,3.0,2.0,0.0,2012,Regional CCP,Anthem Blue Cross and Blue Shield,5.0,3.0,,1.0,4.0,2.0,2.0,3.5,,,2.0,4.0,,,,3.0,4.0,,0.0,3.0,"WellPoint, Inc.",3.0,,,,3.0,2.0,,,,
R6801,,2.0,1.0,4.0,,3.0,,4.0,2.0,5.0,,,4.0,4.0,2.0,4.0,,,2.0,2.0,5.0,1.0,2.0,,2.0,2.0,,,5.0,2.0,0.0,2012,Regional CCP,Care Improvement Plus,4.0,1.0,,3.0,4.0,2.0,4.0,3.0,,,2.0,2.0,,,,4.0,4.0,,0.0,2.5,XLHealth Corporation,3.0,4.0,5.0,4.0,2.0,4.0,,,,
R7439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2012,Regional CCP,Akamai Advantage by HMSA,,,,,,,,,,,4.0,,,,,1.0,,,0.0,,Hawaii Medical Service Association,,,,,,,,,,
R7444,,3.0,2.0,4.0,,3.0,,3.0,3.0,4.0,,,3.0,4.0,4.0,1.0,,,,4.0,4.0,3.0,3.0,,3.0,4.0,,,4.0,3.0,0.0,2012,Regional CCP,UnitedHealthcare,,,,2.0,3.0,2.0,2.0,3.0,,,3.0,3.0,,,,4.0,4.0,,0.0,3.0,"UnitedHealth Group, Inc.",2.0,,,,3.0,2.0,,,,
R9896,,2.0,2.0,3.0,,3.0,,3.0,3.0,5.0,,,4.0,3.0,4.0,4.0,,,1.0,2.0,5.0,1.0,2.0,,3.0,2.0,,,5.0,2.0,0.0,2012,Regional CCP,Care Improvement Plus,4.0,1.0,,3.0,3.0,1.0,4.0,3.0,,,3.0,3.0,,,,4.0,3.0,,0.0,3.0,XLHealth Corporation,3.0,5.0,5.0,5.0,3.0,4.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H0028,"CHA HMO, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2013,Local CCP,"CHA HMO, Inc.",,,,,,,,,,,,,,,,,,,0.0,,Humana Inc.,,,,,,,,,,
H0084,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,2.0,1.0,3.0,,2.0,,2.0,,,,,4.0,3.0,4.0,1.0,,,,1.0,3.0,2.0,2.0,,2.0,,,,,,0.0,2013,Local CCP,Care Improvement Plus,,,,1.0,3.0,2.0,3.0,2.5,,,1.0,1.0,,,,5.0,2.0,,0.0,2.5,"UnitedHealth Group, Inc.",4.0,,,,1.0,5.0,3.0,,4.0,
H0104,BLUE CROSS AND BLUE SHIELD OF ALABAMA,3.0,3.0,5.0,,3.0,,3.0,,,,,4.0,2.0,4.0,4.0,,,1.0,2.0,3.0,2.0,2.0,,2.0,4.0,,,3.0,1.0,0.0,2013,Local CCP,Blue Cross and Blue Shield of Alabama,5.0,2.0,,1.0,4.0,3.0,3.0,3.0,,,4.0,3.0,,,,3.0,4.0,,0.0,3.0,BlueCross BlueShield of Alabama,2.0,,,,4.0,4.0,4.0,5.0,4.0,
H0108,"HUMANA HEALTH PLAN OF CALIFORNIA, INC.",3.0,2.0,5.0,,1.0,,2.0,,,,,2.0,1.0,1.0,1.0,,,,1.0,4.0,2.0,4.0,,2.0,4.0,,,5.0,,0.0,2013,Local CCP,"Humana Health Plan of California, Inc.",,,,2.0,2.0,1.0,4.0,3.0,,,1.0,2.0,,,,5.0,4.0,,0.0,3.0,Humana Inc.,2.0,,,,5.0,4.0,2.0,,5.0,
H0117,"WELLCARE OF OHIO, INC.",2.0,2.0,4.0,,3.0,,3.0,,,,,2.0,4.0,3.0,1.0,,,,3.0,5.0,2.0,2.0,,2.0,3.0,,,4.0,5.0,0.0,2013,Local CCP,WellCare,5.0,1.0,,2.0,1.0,1.0,4.0,2.5,,,1.0,1.0,,,,3.0,4.0,,1.0,3.0,"WellCare Health Plans, Inc.",3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,
H0141,CARESOURCE MICHIGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2013,Local CCP,CareSource,,,,,,,,,,,,,,,,4.0,,,0.0,,CareSource Management Group Co.,,3.0,2.0,2.0,,4.0,,,,
H0150,"HEALTHSPRING OF ALABAMA, INC.",4.0,5.0,5.0,,3.0,,2.0,,,,,5.0,2.0,4.0,5.0,,,2.0,3.0,5.0,3.0,2.0,,3.0,4.0,,,4.0,5.0,0.0,2013,Local CCP,"Healthspring of Alabama, Inc.",5.0,2.0,,1.0,4.0,1.0,4.0,3.5,,,3.0,4.0,,,,5.0,4.0,,0.0,3.0,CIGNA,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,
H0151,"UNITEDHEALTHCARE OF ALABAMA, INC.",2.0,3.0,4.0,,2.0,,2.0,,,,,3.0,3.0,4.0,4.0,,,1.0,3.0,4.0,2.0,2.0,,3.0,3.0,,,3.0,3.0,0.0,2013,Local CCP,UnitedHealthcare,4.0,2.0,,1.0,3.0,2.0,3.0,3.0,,,3.0,4.0,,,,5.0,3.0,,0.0,2.5,"UnitedHealth Group, Inc.",2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,5.0,
H0154,"VIVA HEALTH, INC.",4.0,4.0,4.0,,3.0,,3.0,,,,,4.0,2.0,4.0,4.0,,,1.0,4.0,4.0,4.0,4.0,,5.0,4.0,,,3.0,3.0,0.0,2013,Local CCP,VIVA Medicare Plus,5.0,2.0,,2.0,4.0,2.0,4.0,4.0,,,4.0,5.0,,,,5.0,4.0,,0.0,3.5,UAB Health System,4.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,
H0248,HUMANA INSURANCE COMPANY,3.0,3.0,5.0,,4.0,,3.0,,,,,2.0,3.0,4.0,4.0,,,1.0,4.0,4.0,2.0,2.0,,3.0,3.0,,,5.0,,0.0,2013,Local CCP,Humana Insurance Company,,,,3.0,2.0,3.0,3.0,3.0,,,2.0,2.0,,,,5.0,4.0,,0.0,3.0,Humana Inc.,3.0,,,,3.0,4.0,3.0,2.0,4.0,
H0251,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",2.0,2.0,3.0,,1.0,,1.0,,,,,3.0,2.0,4.0,5.0,,,1.0,1.0,4.0,3.0,2.0,,2.0,2.0,,,1.0,1.0,0.0,2013,Local CCP,UnitedHealthcare Community Plan,5.0,1.0,,1.0,3.0,1.0,4.0,2.5,,,3.0,3.0,,,,5.0,3.0,,0.0,2.5,"UnitedHealth Group, Inc.",3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,,
H0294,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2013,Local CCP,Care Improvement Plus,,,,,,,,,,,,,,,,5.0,,,0.0,,"UnitedHealth Group, Inc.",,,,,,,,,,
H0302,"BANNER MEDISUN, INC.",4.0,4.0,5.0,,4.0,,4.0,,,,,3.0,4.0,4.0,4.0,,,3.0,3.0,5.0,4.0,2.0,,4.0,4.0,,,5.0,5.0,0.0,2013,Local CCP,Blue Cross Blue Shield of Arizona Advantage,4.0,2.0,,2.0,3.0,3.0,4.0,4.0,,,5.0,5.0,,,,3.0,5.0,,0.0,4.0,Banner Health,5.0,,,,3.0,4.0,3.0,2.0,5.0,
H0303,"PACIFICARE OF ARIZONA, INC",3.0,4.0,5.0,,3.0,,3.0,,,,,3.0,2.0,2.0,2.0,,,1.0,3.0,5.0,4.0,4.0,,4.0,3.0,,,4.0,3.0,0.0,2013,Local CCP,UnitedHealthcare,4.0,2.0,,2.0,2.0,2.0,3.0,3.0,,,3.0,4.0,,,,5.0,4.0,,0.0,3.5,"UnitedHealth Group, Inc.",4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,5.0,
