2014 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,DD1: Drug Plan Customer Service,,,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",,,,DD3: Member Experience with the Drug Plan,,DD4: Patient Safety and Accuracy of Drug Pricing,,,,,
H5811,Local CCP,SCAN Health Plan,SCAN HEALTH PLAN,SCAN Health Plan,93%,0.0,No data available,0.51,60,11%,Medicare shows only a Star Rating for this topic,85%,90%,97,6%,88%,72%,74%,72%
H5813,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,97%,0.0,No data available,0.62,20,7%,Medicare shows only a Star Rating for this topic,82%,91%,99,4%,89%,72%,75%,66%
H5817,Local CCP,Amerigroup,"AMERIGROUP TEXAS, INC.","WellPoint, Inc.",89%,10.9,Not enough data available,0.41,47,12%,Medicare shows only a Star Rating for this topic,85%,87%,98,3%,89%,72%,72%,67%
H5823,Local CCP,"Molina Healthcare of Washington, Inc.","MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare, Inc.,",81%,1.8,20%,0.24,100,10%,Medicare shows only a Star Rating for this topic,79%,86%,98,4%,88%,79%,73%,73%
H5826,Local CCP,Community HealthFirst Medicare Advantage Plan,COMMUNITY HEALTH PLAN OF WASHINGTON,Community Health Plan of Washington,97%,0.5,Not enough data available,0.41,0,12%,Medicare shows only a Star Rating for this topic,82%,90%,98,4%,88%,73%,74%,71%
H5832,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,97%,Not enough data available,No data available,Not enough data available,20,Not enough data available,Not enough data available,No data available,No data available,99,8%,86%,Not enough data available,67%,68%
H5850,Local CCP,Coventry Summit Health Plan,"COVENTRY SUMMIT HEALTH PLAN, INC.",Aetna Inc.,92%,2.0,Not enough data available,0.39,80,18%,Medicare shows only a Star Rating for this topic,88%,92%,99,8%,88%,73%,73%,66%
H5852,Local CCP,AHF,AIDS HEALTHCARE FOUNDATION,AIDS Healthcare Foundation,17%,0.0,No data available,1.20,80,Not enough data available,Medicare shows only a Star Rating for this topic,88%,91%,100,18%,95%,86%,76%,86%
H5854,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS, INC.","WellPoint, Inc.",95%,5.9,No data available,0.72,60,29%,Medicare shows only a Star Rating for this topic,76%,88%,98,5%,82%,81%,79%,73%
H5859,Local CCP,CareOregon Advantage,"HEALTH PLAN OF CAREOREGON, INC.","CareOregon, Inc.",94%,1.2,44%,0.06,32,4%,Medicare shows only a Star Rating for this topic,83%,88%,98,5%,84%,74%,77%,76%
H5868,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,0.6,Not enough data available,0.22,100,17%,Medicare shows only a Star Rating for this topic,85%,90%,98,1%,85%,83%,84%,79%
H5883,Local CCP,Blue Care Network,BLUE CARE NETWORK OF MICHIGAN,Blue Cross Blue Shield of Michigan,99%,0.3,Not enough data available,0.21,80,3%,Medicare shows only a Star Rating for this topic,84%,94%,98,4%,85%,80%,84%,78%
H5887,Local CCP,"First Medical Health Plan, Inc.","FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.",70%,2.5,Not enough data available,0.59,60,21%,Medicare shows only a Star Rating for this topic,89%,90%,96,8%,92%,54%,59%,36%
H5896,Local CCP,Amerigroup Community Care,"AMERIGROUP MARYLAND, INC.","WellPoint, Inc.",89%,25.3,Not enough data available,Not enough data available,47,13%,Medicare shows only a Star Rating for this topic,No data available,No data available,98,3%,87%,65%,66%,61%
H5926,Local CCP,Molina Healthcare of Michigan,"MOLINA HEALTHCARE OF MICHIGAN, INC.","Molina Healthcare, Inc.,",80%,2.3,71%,0.26,100,8%,Medicare shows only a Star Rating for this topic,86%,89%,98,3%,85%,68%,68%,64%
H5928,Local CCP,Care1st Health Plan,CARE1ST HEALTH PLAN,Care1st Health Plan,94%,CMS identified issues with this plan's data,50%,0.25,0,14%,Medicare shows only a Star Rating for this topic,87%,88%,99,6%,90%,75%,75%,70%
H5932,Local CCP,Gateway Health  Medicare Assured,"GATEWAY HEALTH PLAN, INC.","Gateway Health Plan, LP",60%,0.3,No data available,0.12,100,4%,Medicare shows only a Star Rating for this topic,83%,90%,97,3%,84%,72%,72%,70%
H5938,Local CCP,Capital Health Plan,CAPITAL HEALTH PLAN,Blue Cross and Blue Shield of Florida,85%,0.0,Not enough data available,0.05,100,1%,Medicare shows only a Star Rating for this topic,91%,94%,98,3%,86%,71%,76%,69%
H5943,Local CCP,VillageHealth,SCAN HEALTH PLAN,SCAN Health Plan,98%,Not enough data available,Not enough data available,Not enough data available,80,Not enough data available,Not enough data available,89%,88%,98,12%,71%,75%,65%,74%
H5950,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,97%,Not enough data available,No data available,Not enough data available,40,Not enough data available,Not enough data available,No data available,No data available,99,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available
H5969,Local CCP,AlohaCare,ALOHACARE,AlohaCare,89%,0.0,No data available,0.09,60,15%,Medicare shows only a Star Rating for this topic,84%,90%,99,6%,85%,66%,70%,63%
H5970,Local CCP,Humana Insurance Company of New York,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Inc.,98%,0.0,No data available,0.45,80,11%,Medicare shows only a Star Rating for this topic,83%,86%,98,1%,85%,80%,82%,76%
H5985,Local CCP,Abrazo Advantage Health Plan,ABRAZO ADVANTAGE HEALTH PLAN,Vanguard Health Systems,67%,0.0,No data available,0.28,80,13%,Medicare shows only a Star Rating for this topic,84%,86%,98,3%,86%,66%,66%,63%
H5989,Local CCP,"CenterLight Healthcare, Inc.","CENTERLIGHT HEALTHCARE, INC.","CenterLight Health System, Inc.",95%,Not enough data available,No data available,Not enough data available,60,Not enough data available,Not enough data available,No data available,No data available,100,5%,83%,89%,86%,85%
H5991,Local CCP,Affinity Health Plan,"AFFINITY HEALTH PLAN, INC.",Affinity Health Plan,89%,5.8,No data available,0.41,80,14%,Medicare shows only a Star Rating for this topic,83%,90%,98,1%,89%,71%,71%,62%
H5992,Local CCP,Senior Whole Health of New York,"SENIOR WHOLE HEALTH OF NEW YORK, INC.","SWH Holdings, Inc.",8%,0.0,No data available,Not enough data available,60,Not enough data available,Not enough data available,No data available,No data available,97,12%,84%,81%,82%,77%
H5995,Local CCP,ATRIO Health Plans,ATRIO HEALTH PLANS,ATRIO Health Plans,95%,0.0,No data available,0.00,28,2%,Medicare shows only a Star Rating for this topic,83%,88%,97,11%,81%,77%,76%,79%
H6080,Demo,Meridian Complete,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC.","Caidan Enterprises, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6132,Local CCP,"Select Health of South Carolina, Inc.","SELECT HEALTH OF SOUTH CAROLINA, INC.",Independence Blue Cross,94%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6169,PFFS,Universal American Corp.,THE PYRAMID LIFE INSURANCE COMPANY,Universal American Corp.,94%,0.0,Not enough data available,0.26,0,18%,Medicare shows only a Star Rating for this topic,82%,No data available,98,4%,83%,71%,72%,66%
H6178,Local CCP,CareSource,CARESOURCE,CareSource Management Group Co.,86%,93.9,Not enough data available,0.13,80,15%,Medicare shows only a Star Rating for this topic,81%,86%,98,5%,86%,63%,66%,65%
H6181,Local CCP,HealthPlus Amerigroup,"AMERIGROUP NEW YORK, LLC","WellPoint, Inc.",89%,12.7,Not enough data available,0.36,47,19%,Medicare shows only a Star Rating for this topic,85%,90%,99,1%,91%,73%,72%,63%
H6229,Demo,Anthem Blue Cross,"BLUE CROSS OF CALIFORNIA PARTNERSHIP PLAN, INC.","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6237,Local CCP,Regence BlueCross Blueshield of Oregon,REGENCE BLUECROSS BLUESHIELD OF OREGON,"Cambia Health Solutions, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6263,Demo,EmblemHealth Fully Integrated Dual Advantage HMO,HEALTH INSURANCE PLAN OF GREATER NEW YORK,"EmblemHealth, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6306,Local CCP,FirstCarolinaCare Insurance Company,FIRSTCAROLINACARE INSURANCE COMPANY,"FirstHealth of the Carolinas, Inc.",82%,Plan too new to be measured,No data available,0.00,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6308,Demo,AgeWell New York,"AGEWELL NEW YORK, LLC","ParkerCare New York, LLC",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6328,Local CCP,Care NÆ Care Insurance Company,"CARE N' CARE INSURANCE COMPANY, INC.",North Texas Specialty Physicians,81%,0.0,No data available,0.70,80,9%,Medicare shows only a Star Rating for this topic,88%,93%,99,5%,84%,80%,76%,74%
H6360,1876 Cost,Kaiser Permanente,KAISER FOUNDATION HP OF OHIO,"Kaiser Foundation Health Plan, Inc.",Plan not required to report measure,No data available,No data available,0.10,100,1%,Medicare shows only a Star Rating for this topic,89%,93%,100,4%,84%,78%,81%,75%
H6411,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,2.6,No data available,0.32,100,19%,Medicare shows only a Star Rating for this topic,82%,87%,98,1%,88%,73%,77%,67%
H6435,Demo,ElderServe Star,"ELDERSERVE HEALTH, INC.",Hebrew Home Holding Corp.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6528,Local CCP,Care Improvement Plus,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,"UnitedHealth Group, Inc.",92%,0.9,Not enough data available,0.52,80,10%,Medicare shows only a Star Rating for this topic,87%,92%,99,10%,86%,68%,68%,64%
H6609,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,3.0,91%,0.11,100,2%,Medicare shows only a Star Rating for this topic,84%,88%,98,2%,85%,82%,83%,80%
H6622,Local CCP,Humana WisconsinHealth Organization Insurance Corp,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP,Humana Inc.,98%,0.0,No data available,0.45,80,43%,Medicare shows only a Star Rating for this topic,84%,89%,98,1%,85%,84%,85%,80%
H6623,Local CCP,Maricopa Care Advantage,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6681,Demo,"Humana Medical Plan of Michigan, Inc.","HUMANA MEDICAL PLAN OF MICHIGAN, INC.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6743,Local CCP,ATRIO Health Plans,ATRIO HEALTH PLANS,ATRIO Health Plans,95%,0.0,No data available,0.03,28,4%,Medicare shows only a Star Rating for this topic,86%,94%,99,7%,82%,75%,76%,72%
H6745,Local CCP,Amida Care,AMIDA CARE INC.,Amida Care Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6750,Local CCP,"Harvard Pilgrim Health Care of New England, Inc.","HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND, INC.","Harvard Pilgrim Health Care, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6751,Demo,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6786,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF MAINE, INC.","WellPoint, Inc.",96%,Plan too new to be measured,No data available,0.06,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6801,Local CCP,Lovelace Medicare Plan,"AHS - TULSA OKLAHOMA HEALTH PLAN, INC.",Ardent Health Services.,90%,Not enough data available,Not enough data available,1.32,80,Not enough data available,Not enough data available,No data available,No data available,97,4%,84%,66%,68%,62%
H6815,Local CCP,"Health Net Health Plan of Oregon, Inc.",HEALTH NET HEALTH PLAN OF OREGON,"Health Net, Inc.",18%,Not enough data available,No data available,0.73,100,Not enough data available,Not enough data available,No data available,No data available,98,9%,Not enough data available,Not enough data available,71%,75%
H6859,Local CCP,"Humana Medical Plan of Pennsylvania, Inc.","HUMANA MEDICAL PLAN OF PENNSYLVANIA, INC.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6864,Local CCP,GuildNet,"GUILDNET, INC.",Jewish Guild Healthcare,82%,Not enough data available,No data available,Not enough data available,80,Not enough data available,Not enough data available,No data available,No data available,99,5%,82%,83%,75%,70%
H6870,Demo,Advantage by Superior HealthPlan,"SUPERIOR HEALTH PLAN, INC.",Centene Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H6881,Local CCP,America's 1st Choice Insurance Company of NC,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","America's 1st Choice Holdings of N.C., LLC",92%,Not enough data available,No data available,Not enough data available,100,Not enough data available,Not enough data available,No data available,No data available,98,5%,Not enough data available,Not enough data available,53%,54%
